date, pm25, pm10, o3
2016/9/28, 13, 10, 
2016/9/29, 18, 12, 
2016/9/30, 26, 13, 
2016/10/1, 33, 9, 
2016/4/2, 23, 11, 
2016/4/3, 21, 12, 
2016/4/4, 23, 8, 
2016/4/5, 8, 10, 
2016/4/6, 17, 13, 
2016/4/7, 31, 13, 
2016/4/8, 29, 12, 
2016/4/9, 25, 15, 
2016/4/10, 33, 10, 
2016/4/11, 17, 12, 
2016/4/12, 25, 10, 
2016/4/13, 16, 9, 
2016/4/14, 15, 7, 
2016/4/15, 7, 10, 
2016/4/16, 16, 15, 
2016/4/17, 36, 15, 
2016/4/18, 35, 11, 
2016/4/19, 21, 12, 
2016/4/20, 26, 10, 
2016/4/21, 17, 9, 
2016/4/22, 14, 8, 
2016/4/23, 9, 8, 
2016/4/24, 8, 8, 
2016/4/25, 10, 8, 
2016/4/26, 11, 10, 
2016/4/27, 19, 10, 
2016/4/28, 17, , 
2016/4/29, 13, , 
2016/4/30, 11, , 
2016/5/1, 21, , 
2016/5/2, 20, , 
2016/5/3, 16, 11, 
2016/5/4, 19, 11, 
2016/5/5, 23, 10, 
2016/5/6, 17, 10, 
2016/5/7, 18, 11, 
2016/5/8, 21, 9, 
2016/5/9, 11, 9, 
2016/5/10, 15, 10, 
2016/5/11, 18, 9, 
2016/5/12, 14, 10, 
2016/5/13, 16, 10, 
2016/5/14, 18, 10, 
2016/5/15, 15, 10, 
2016/5/16, 15, 10, 
2016/5/17, 16, 11, 
2016/5/18, 22, 10, 
2016/5/19, 16, 8, 
2016/5/20, 7, 9, 
2016/5/21, 11, 8, 
2016/5/22, 11, 8, 
2016/5/23, 10, 8, 
2016/5/24, 9, 8, 
2016/5/25, 11, 8, 
2016/5/26, 9, 10, 
2016/5/27, 16, 9, 
2016/5/28, 12, 11, 
2016/5/29, 20, 9, 
2016/5/30, 12, 10, 
2016/5/31, 16, 11, 
2016/6/1, 20, 10, 
2016/6/2, 16, 9, 
2016/6/3, 12, 11, 
2016/6/4, 21, 10, 
2016/6/5, 19, 13, 
2016/6/6, 28, 10, 
2016/6/7, 19, 11, 
2016/6/8, 21, 10, 
2016/6/9, 17, 9, 
2016/6/10, 15, 8, 
2016/6/11, 8, 8, 
2016/6/12, 10, 9, 
2016/6/13, 13, 8, 
2016/6/14, 9, 8, 
2016/6/15, 8, 8, 
2016/6/16, 10, 8, 
2016/6/17, 9, 9, 
2016/6/18, 12, 9, 
2016/6/19, 12, 9, 
2016/6/20, 14, 9, 
2016/6/21, 12, 8, 
2016/6/22, 12, 9, 
2016/6/23, 14, 8, 
2016/6/24, 8, 9, 
2016/6/25, 11, 9, 
2016/6/26, 12, 11, 
2016/6/27, 20, 11, 
2016/6/28, 21, 10, 
2016/6/29, 16, 10, 
2016/6/30, 17, 9, 
2016/7/1, 12, 9, 
2016/7/2, 13, 8, 
2016/7/3, 9, 9, 
2016/7/4, 12, , 
2016/1/5, 64, 21, 
2016/1/6, 57, 19, 
2016/1/7, 52, 24, 
2016/1/8, 61, 17, 
2016/1/9, 42, 20, 
2016/1/10, 53, 19, 
2016/1/11, 46, 23, 
2016/1/12, 59, 18, 
2016/1/13, 46, 8, 
2016/1/14, 11, 11, 
2016/1/15, 22, 13, 
2016/1/16, 28, 10, 
2016/1/17, 18, 12, 
2016/1/18, 24, 10, 
2016/1/19, 18, 9, 
2016/1/20, 11, 12, 
2016/1/21, 25, 20, 
2016/1/22, 52, 11, 
2016/1/23, 21, 10, 
2016/1/24, 16, 10, 
2016/1/25, 18, 14, 
2016/1/26, 34, 12, 
2016/1/27, 25, 12, 
2016/1/28, 25, 9, 
2016/1/29, 13, 10, 
2016/1/30, 16, 8, 
2016/1/31, 7, 11, 
2016/2/1, 21, 9, 
2016/2/2, 12, 11, 
2016/2/3, 20, 8, 
2016/2/4, 11, 10, 
2016/2/5, 19, 11, 
2016/2/6, 22, 12, 
2016/2/7, 27, 17, 
2016/2/8, 42, 15, 
2016/2/9, 37, 18, 
2016/2/10, 44, 17, 
2016/2/11, 42, 26, 
2016/2/12, 67, 14, 
2016/2/13, 30, 9, 
2016/2/14, 13, 7, 
2016/2/15, 6, 8, 
2016/2/16, 7, 11, 
2016/2/17, 22, 17, 
2016/2/18, 40, 7, 
2016/2/19, 6, 8, 
2016/2/20, 8, 10, 
2016/2/21, 17, 12, 
2016/2/22, 25, 12, 
2016/2/23, 27, 12, 
2016/2/24, 27, 19, 
2016/2/25, 48, 22, 
2016/2/26, 55, 25, 
2016/2/27, 64, 10, 
2016/2/28, 16, 9, 
2016/2/29, 13, 11, 
2016/3/1, 21, 10, 
2016/3/2, 17, 11, 
2016/3/3, 20, 9, 
2016/3/4, 14, 13, 
2016/3/5, 28, 11, 
2016/3/6, 20, 8, 
2016/3/7, 10, 8, 
2016/3/8, 8, 9, 
2016/3/9, 12, 8, 
2016/3/10, 8, 9, 
2016/3/11, 13, 11, 
2016/3/12, 22, 7, 
2016/3/13, 6, 7, 
2016/3/14, 6, 8, 
2016/3/15, 7, 9, 
2016/3/16, 12, 11, 
2016/3/17, 20, 11, 
2016/3/18, 21, 9, 
2016/3/19, 16, , 
2016/3/20, 27, , 
2016/3/21, 26, 8, 
2016/3/22, 7, 8, 
2016/3/23, 9, 8, 
2016/3/24, 9, 9, 
2016/3/25, 13, 10, 
2016/3/26, 18, 13, 
2016/3/27, 20, , 
2016/3/28, 9, 9, 
2016/3/29, 12, 13, 
2016/3/30, 27, 12, 
2016/3/31, 26, 11, 
2016/4/1, 24, 11, 
2015/12/8, 5, , 
2015/12/9, 6, 9, 
2015/12/10, 16, , 
2015/12/11, 11, , 
2015/12/12, 6, , 
2015/12/13, 11, , 
2015/12/14, 12, , 
2015/7/2, 19, 14, 
2015/7/3, 32, 12, 
2015/7/4, 27, 12, 
2015/7/5, 23, 13, 
2015/7/6, 28, 10, 
2015/7/7, 16, 9, 
2015/7/8, 12, 11, 
2015/7/9, 20, 12, 
2015/7/10, 27, 14, 
2015/7/11, 33, 9, 
2015/7/12, 15, 9, 
2015/7/13, 14, 9, 
2015/7/14, 13, 8, 
2015/7/15, 11, 9, 
2015/7/16, 13, 9, 
2015/7/17, 13, 9, 
2015/7/18, 15, , 
2015/7/19, 20, , 
2015/7/20, 25, , 
2015/7/21, 11, 9, 
2015/7/22, 12, 9, 
2015/7/23, 14, 9, 
2015/7/24, 14, 10, 
2015/7/25, 17, 9, 
2015/7/26, 12, 8, 
2015/7/27, 10, 8, 
2015/7/28, 10, 9, 
2015/7/29, 12, , 
2015/7/30, 15, 10, 
2015/7/31, 20, 11, 
2015/8/1, 20, 10, 
2015/8/2, 18, 12, 
2015/8/3, 27, 13, 
2015/8/4, 29, 9, 
2015/8/5, 12, 9, 
2015/8/6, 13, 9, 
2015/8/7, 14, 9, 
2015/8/8, 13, 8, 
2015/8/9, 7, 8, 
2015/8/10, 9, 9, 
2015/8/11, 11, 10, 
2015/8/12, 18, 15, 
2015/8/13, 35, 18, 
2015/8/14, 44, 13, 
2015/8/15, 29, 10, 
2015/8/16, 16, 11, 
2015/8/17, 23, 11, 
2015/8/18, 23, 22, 
2015/8/19, 52, 22, 
2015/8/20, 54, 11, 
2015/8/21, 19, 10, 
2015/8/22, 18, 68, 
2015/8/23, 127, 73, 
2015/8/24, 157, 12, 
2015/8/25, 24, 10, 
2015/8/26, 16, 12, 
2015/8/27, 26, 13, 
2015/8/28, 26, 11, 
2015/8/29, 19, 9, 
2015/8/30, 13, 9, 
2015/8/31, 13, 10, 
2015/9/1, 17, 10, 
2015/9/2, 16, 9, 
2015/9/3, 12, 9, 
2015/9/4, 12, 9, 
2015/9/5, 12, 8, 
2015/9/6, 11, 9, 
2015/9/7, 14, 14, 
2015/9/8, 31, 10, 
2015/9/9, 15, 10, 
2015/9/10, 16, 12, 
2015/9/11, 25, 13, 
2015/9/12, 28, 13, 
2015/9/13, 30, 10, 
2015/9/14, 15, 10, 
2015/9/15, 16, 10, 
2015/9/16, 16, 9, 
2015/9/17, 11, 8, 
2015/9/18, 9, 11, 
2015/9/19, 22, 11, 
2015/9/20, 20, 10, 
2015/9/21, 15, 9, 
2015/9/22, 11, 10, 
2015/9/23, 15, 10, 
2015/9/24, 15, 10, 
2015/9/25, 16, 11, 
2015/9/26, 22, 9, 
2015/9/27, 15, 9, 
2015/9/28, 15, 11, 
2015/9/29, 23, 12, 
2015/9/30, 27, 12, 
2015/10/1, 23, 13, 
2015/10/2, 31, 12, 
2015/10/3, 26, 10, 
2015/10/4, 16, 12, 
2015/10/5, 25, , 
2015/6/16, 25, 12, 
2015/6/17, 23, , 
2015/6/18, 16, , 
2015/6/19, 14, 9, 
2015/6/20, 12, 9, 
2015/6/21, 12, 10, 
2015/6/22, 19, 11, 
2015/6/23, 21, 11, 
2015/6/24, 20, 9, 
2015/6/25, 11, 9, 
2015/6/26, 12, 10, 
2015/6/27, 17, 13, 
2015/6/28, 32, 13, 
2015/6/29, 30, 12, 
2015/6/30, 24, 10, 
2015/7/1, 19, 11, 
2015/1/2, 48, 29, 
2015/1/3, 72, 29, 
2015/1/4, 72, 14, 
2015/1/5, 28, 12, 
2015/1/6, 24, 21, 
2015/1/7, 55, 18, 
2015/1/8, 45, 17, 
2015/1/9, 45, , 
2015/1/14, 26, , 
2015/1/16, 60, 30, 
2015/1/17, 29, 15, 
2015/1/18, 43, 9, 
2015/1/19, 15, 12, 
2015/1/20, 26, 15, 
2015/1/21, 39, , 
2015/1/26, 58, 16, 
2015/1/27, 39, 15, 
2015/1/28, 37, , 
2015/1/29, 49, , 
2015/1/30, 33, 20, 
2015/1/31, 55, 27, 
2015/2/1, 68, 19, 
2015/2/2, 50, 13, 
2015/2/3, 26, 18, 
2015/2/4, 47, 18, 
2015/2/5, 46, 12, 
2015/2/6, 27, 8, 
2015/2/7, 8, 9, 
2015/2/8, 11, 13, 
2015/2/9, 29, 8, 
2015/2/10, 7, 10, 
2015/2/11, 16, 19, 
2015/2/12, 50, 19, 
2015/2/13, 49, 17, 
2015/2/14, 43, 19, 
2015/2/15, 49, 15, 
2015/2/16, 35, 10, 
2015/2/17, 17, 11, 
2015/2/18, 25, , 
2015/2/19, 31, , 
2015/2/20, 26, , 
2015/2/21, 18, 14, 
2015/2/22, 31, 10, 
2015/2/23, 18, 12, 
2015/2/24, 26, 15, 
2015/2/25, 38, 16, 
2015/2/26, 41, 10, 
2015/2/27, 19, 8, 
2015/2/28, 10, 14, 
2015/3/1, 28, 17, 
2015/3/2, 39, 13, 
2015/3/3, 30, 20, 
2015/3/4, 48, 25, 
2015/3/5, 62, 21, 
2015/3/6, 56, 28, 
2015/3/7, 69, 25, 
2015/3/8, 62, 33, 
2015/3/9, 60, , 
2015/3/10, 51, , 
2015/3/11, 45, , 
2015/3/12, 24, 9, 
2015/3/13, 18, 14, 
2015/3/14, 34, 8, 
2015/3/15, 11, 7, 
2015/3/16, 7, 11, 
2015/3/17, 20, 11, 
2015/3/18, 18, , 
2015/3/19, 23, 13, 
2015/3/20, 29, 10, 
2015/3/21, 18, 11, 
2015/3/22, 18, 11, 
2015/3/23, 19, 7, 
2015/3/24, 7, 8, 
2015/3/25, 7, 9, 
2015/3/26, 14, 14, 
2015/3/27, 33, 11, 
2015/3/28, 20, 10, 
2015/3/29, 17, 11, 
2015/3/30, 23, 11, 
2015/3/31, 20, 8, 
2015/4/1, 8, 10, 
2015/4/2, 16, 12, 
2015/4/3, 26, 12, 
2015/4/4, 24, 12, 
2015/4/5, 26, 14, 
2015/4/6, 31, , 
2014/10/2, 23, 15, 
2014/10/3, 39, 14, 
2014/10/4, 33, 15, 
2014/10/5, 39, 16, 
2014/10/6, 39, 15, 
2014/10/7, 36, 13, 
2014/10/8, 29, 10, 
2014/10/9, 19, 18, 
2014/10/10, 46, 13, 
2014/10/11, 29, 10, 
2014/10/12, 17, 12, 
2014/10/13, 27, 11, 
2014/10/14, 22, 10, 
2014/10/15, 16, 8, 
2014/10/16, 10, 11, 
2014/10/17, 20, 19, 
2014/10/18, 51, 12, 
2014/10/19, 25, 14, 
2014/10/20, 32, 9, 
2014/10/21, 13, 10, 
2014/10/22, 16, 11, 
2014/10/23, 19, 14, 
2014/10/24, 26, 28, 
2014/10/25, 69, 12, 
2014/10/26, 25, 9, 
2014/10/27, 14, 11, 
2014/10/28, 23, 14, 
2014/10/29, 32, 17, 
2014/10/30, 39, 22, 
2014/10/31, 55, 10, 
2014/11/1, 15, 18, 
2014/11/2, 47, 11, 
2014/11/3, 22, 9, 
2014/11/4, 14, 11, 
2014/11/5, 19, 19, 
2014/11/6, 51, 12, 
2014/11/7, 25, 19, 
2014/11/8, 46, 24, 
2014/11/9, 62, 13, 
2014/11/10, 31, 13, 
2014/11/11, 30, 11, 
2014/11/12, 23, 11, 
2014/11/13, 21, 14, 
2014/11/14, 34, 19, 
2014/11/15, 47, 17, 
2014/11/16, 44, 19, 
2014/11/17, 48, 28, 
2014/11/18, 71, 33, 
2014/11/19, 83, 36, 
2014/11/20, 89, 41, 
2014/11/21, 97, 16, 
2014/11/22, 34, 10, 
2014/11/23, 15, 9, 
2014/11/24, 14, 10, 
2014/11/25, 17, 8, 
2014/11/26, 10, 11, 
2014/11/27, 19, 9, 
2014/11/28, 14, 8, 
2014/11/29, 9, 10, 
2014/11/30, 17, 12, 
2014/12/1, 26, 17, 
2014/12/2, 44, 16, 
2014/12/3, 41, 13, 
2014/12/4, 30, 17, 
2014/12/5, 45, 21, 
2014/12/6, 56, 14, 
2014/12/7, 29, 21, 
2014/12/8, 54, 22, 
2014/12/9, 56, 9, 
2014/12/10, 12, 9, 
2014/12/11, 11, 9, 
2014/12/12, 14, 12, 
2014/12/13, 26, 20, 
2014/12/14, 50, 23, 
2014/12/15, 60, 14, 
2014/12/16, 31, 14, 
2014/12/17, 34, 13, 
2014/12/18, 30, 12, 
2014/12/19, 24, 8, 
2014/12/20, 9, 7, 
2014/12/21, 6, 8, 
2014/12/22, 9, 14, 
2014/12/23, 28, 12, 
2014/12/24, 24, 8, 
2014/12/25, 10, 10, 
2014/12/26, 17, 12, 
2014/12/27, 24, 9, 
2014/12/28, 14, 9, 
2014/12/29, 14, , 
2014/7/2, 16, 10, 
2014/7/3, 19, 8, 
2014/7/4, 11, 11, 
2014/7/5, 19, 12, 
2014/7/6, 22, 10, 
2014/7/7, 16, 8, 
2014/7/8, 9, , 
2014/7/10, 17, 11, 
2014/7/11, 20, 12, 
2014/7/12, 26, 12, 
2014/7/13, 27, 10, 
2014/7/14, 19, 12, 
2014/7/15, 24, 14, 
2014/7/16, 35, 11, 
2014/7/17, 22, 11, 
2014/7/18, 21, 11, 
2014/7/19, 21, 9, 
2014/7/20, 14, 8, 
2014/7/21, 10, 9, 
2014/7/22, 12, 10, 
2014/7/23, 17, 8, 
2014/7/24, 11, 9, 
2014/7/25, 14, 10, 
2014/7/26, 16, 10, 
2014/7/27, 17, 11, 
2014/7/28, 21, 11, 
2014/7/29, 22, 10, 
2014/7/30, 19, 10, 
2014/7/31, 15, 10, 
2014/8/1, 20, 11, 
2014/8/2, 22, 12, 
2014/8/3, 24, 13, 
2014/8/4, 30, 13, 
2014/8/5, 30, 9, 
2014/8/6, 14, 10, 
2014/8/7, 17, 10, 
2014/8/8, 15, 10, 
2014/8/9, 19, 11, 
2014/8/10, 20, 12, 
2014/8/11, 25, 17, 
2014/8/12, 46, 12, 
2014/8/13, 26, 8, 
2014/8/14, 10, 9, 
2014/8/15, 11, 10, 
2014/8/16, 16, 11, 
2014/8/17, 22, 13, 
2014/8/18, 28, 12, 
2014/8/19, 27, 10, 
2014/8/20, 18, 10, 
2014/8/21, 17, 11, 
2014/8/22, 19, 12, 
2014/8/23, 24, 14, 
2014/8/24, 33, 19, 
2014/8/25, 48, 11, 
2014/8/26, 22, 18, 
2014/8/27, 47, 14, 
2014/8/28, 33, 8, 
2014/8/29, 11, 8, 
2014/8/30, 9, 9, 
2014/8/31, 13, 10, 
2014/9/1, 16, 10, 
2014/9/2, 18, 9, 
2014/9/3, 11, 10, 
2014/9/4, 16, 10, 
2014/9/5, 18, 10, 
2014/9/6, 15, 11, 
2014/9/7, 24, 17, 
2014/9/8, 43, 13, 
2014/9/9, 31, 9, 
2014/9/10, 12, 11, 
2014/9/11, 21, 10, 
2014/9/12, 16, 10, 
2014/9/13, 19, 13, 
2014/9/14, 31, 39, 
2014/9/15, 93, 60, 
2014/9/16, 132, 13, 
2014/9/17, 29, 17, 
2014/9/18, 44, 14, 
2014/9/19, 34, 11, 
2014/9/20, 19, 12, 
2014/9/21, 26, 13, 
2014/9/22, 28, 10, 
2014/9/23, 16, 15, 
2014/9/24, 37, 9, 
2014/9/25, 15, 9, 
2014/9/26, 13, 9, 
2014/9/27, 14, 11, 
2014/9/28, 21, 13, 
2014/9/29, 28, 11, 
2014/9/30, 19, 9, 
2014/10/1, 15, 12, 
2014/4/2, 13, 11, 
2014/4/3, 23, 9, 
2014/4/4, 11, 8, 
2014/4/5, 10, 9, 
2014/4/6, 15, 8, 
2014/4/7, 10, 11, 
2014/4/8, 22, 9, 
2014/4/9, 13, 9, 
2014/4/10, 12, 10, 
2014/4/11, 19, 10, 
2014/4/12, 19, 11, 
2014/4/13, 21, 11, 
2014/4/14, 22, 10, 
2014/4/15, 17, 10, 
2014/4/16, 16, 12, 
2014/4/17, 24, 11, 
2014/4/18, 21, 11, 
2014/4/19, 20, 12, 
2014/4/20, 25, 11, 
2014/4/21, 22, 13, 
2014/4/22, 29, 8, 
2014/4/23, 10, 9, 
2014/4/24, 10, 8, 
2014/4/25, 10, 8, 
2014/4/26, 11, 9, 
2014/4/27, 12, 8, 
2014/4/28, 10, 10, 
2014/4/29, 16, 12, 
2014/4/30, 25, 10, 
2014/5/1, 17, 11, 
2014/5/2, 21, 10, 
2014/5/3, 19, 9, 
2014/5/4, 12, 7, 
2014/5/5, 7, 8, 
2014/5/6, 10, 9, 
2014/5/7, 12, 11, 
2014/5/8, 21, 10, 
2014/5/9, 16, 8, 
2014/5/10, 8, 8, 
2014/5/11, 8, 9, 
2014/5/12, 13, 10, 
2014/5/13, 20, 11, 
2014/5/14, 23, 13, 
2014/5/15, 30, 15, 
2014/5/16, 38, 12, 
2014/5/17, 24, 10, 
2014/5/18, 17, 8, 
2014/5/19, 9, 8, 
2014/5/20, 9, 9, 
2014/5/21, 14, 10, 
2014/5/22, 18, 10, 
2014/5/23, 17, 9, 
2014/5/24, 11, 8, 
2014/5/25, 11, 9, 
2014/5/26, 15, 9, 
2014/5/27, 12, 9, 
2014/5/28, 14, 10, 
2014/5/29, 19, 13, 
2014/5/30, 28, 15, 
2014/5/31, 39, 12, 
2014/6/1, 26, 11, 
2014/6/2, 20, 12, 
2014/6/3, 27, 12, 
2014/6/4, 25, 13, 
2014/6/5, 29, 11, 
2014/6/6, 22, 10, 
2014/6/7, 17, 9, 
2014/6/8, 12, 8, 
2014/6/9, 11, 8, 
2014/6/10, 9, 9, 
2014/6/11, 12, 9, 
2014/6/12, 13, 8, 
2014/6/13, 10, 9, 
2014/6/14, 14, 12, 
2014/6/15, 27, 12, 
2014/6/16, 25, 8, 
2014/6/17, 11, 8, 
2014/6/18, 11, 9, 
2014/6/19, 15, 9, 
2014/6/20, 13, 8, 
2014/6/21, 11, 10, 
2014/6/22, 18, 11, 
2014/6/23, 22, 10, 
2014/6/24, 17, 9, 
2014/6/25, 13, 11, 
2014/6/26, 21, 8, 
2014/6/27, 10, 8, 
2014/6/28, 7, 8, 
2014/6/29, 8, 8, 
2014/6/30, 9, 9, 
2014/7/1, 15, 10, 
2014/1/2, 75, 16, 
2014/1/3, 42, 17, 
2014/1/4, 40, 26, 
2014/1/5, 66, 31, 
2014/1/6, 77, 26, 
2014/1/7, 65, 28, 
2014/1/8, 66, 9, 
2014/1/9, 14, 9, 
2014/1/10, 15, 12, 
2014/1/11, 26, 9, 
2014/1/12, 12, 10, 
2014/1/13, 15, 14, 
2014/1/14, 34, 23, 
2014/1/15, 59, 18, 
2014/1/16, 47, 22, 
2014/1/17, 58, 20, 
2014/1/18, 52, 21, 
2014/1/19, 52, 20, 
2014/1/20, 53, 20, 
2014/1/21, 54, 20, 
2014/1/22, 51, 18, 
2014/1/23, 47, 12, 
2014/1/24, 24, 15, 
2014/1/25, 35, 23, 
2014/1/26, 59, 32, 
2014/1/27, 81, 25, 
2014/1/28, 64, 18, 
2014/1/29, 47, 9, 
2014/1/30, 15, 9, 
2014/1/31, 14, 9, 
2014/2/1, 14, 11, 
2014/2/2, 22, 21, 
2014/2/3, 55, 13, 
2014/2/4, 30, 17, 
2014/2/5, 42, 10, 
2014/2/6, 17, 11, 
2014/2/7, 22, 16, 
2014/2/8, 41, 14, 
2014/2/9, 32, 25, 
2014/2/10, 62, 16, 
2014/2/11, 35, 8, 
2014/2/12, 10, 8, 
2014/2/13, 8, 12, 
2014/2/14, 23, 10, 
2014/2/15, 16, 9, 
2014/2/16, 15, 8, 
2014/2/17, 7, 8, 
2014/2/18, 8, 9, 
2014/2/19, 12, 8, 
2014/2/20, 10, 8, 
2014/2/21, 10, 12, 
2014/2/22, 25, 14, 
2014/2/23, 31, 15, 
2014/2/24, 35, 10, 
2014/2/25, 16, 9, 
2014/2/26, 14, 11, 
2014/2/27, 22, 13, 
2014/2/28, 27, 12, 
2014/3/1, 25, , 
2014/3/4, 8, 11, 
2014/3/5, 20, 9, 
2014/3/6, 13, 8, 
2014/3/7, 9, 10, 
2014/3/8, 15, 13, 
2014/3/9, 27, 8, 
2014/3/10, 8, 8, 
2014/3/11, 11, 12, 
2014/3/12, 27, 15, 
2014/3/13, 35, 14, 
2014/3/14, 35, 11, 
2014/3/15, 21, 12, 
2014/3/16, 23, 8, 
2014/3/17, 10, 9, 
2014/3/18, 13, 11, 
2014/3/19, 21, 11, 
2014/3/20, 23, 12, 
2014/3/21, 25, 11, 
2014/3/22, 20, 13, 
2014/3/23, 31, 16, 
2014/3/24, 39, 21, 
2014/3/25, 53, 10, 
2014/3/26, 16, 8, 
2014/3/27, 7, 8, 
2014/3/28, 7, 8, 
2014/3/29, 9, 8, 
2014/3/30, 9, 8, 
2014/3/31, 11, 12, 
2014/4/1, 24, 9, 
2017/6/5, , 9, 
2016/10/23, , 18, 
2016/11/14, , 9, 
2016/9/19, , 11, 
2016/1/4, , 25, 
2015/12/7, , 7, 
2015/6/15, , 12, 
2015/1/1, , 19, 
2015/1/13, , 12, 
2015/1/25, , 23, 
2014/7/9, , 10, 
2014/1/1, , 29, 
2014/3/3, , 8, 
2019/7/1, , , 
2018/7/8, , , 
2018/7/9, , , 
2018/9/16, , , 25
2018/9/17, , , 23
2018/5/14, , , 
2018/6/9, , , 
