master_item_id,item_id,itemname,id,log_index,quantity,latitude,longitude,altitude,description,radius,manual_upload,project_id,project_name,timestamp,location,state,country,,,
1,2930,Plastic bag (Sac plastique),1884997,48332,1,50.22976729,-5.390054747,11.17059716,,4.605643462,0,,,2.02202E+13,Cornwall, England, United Kingdom,,,
1,2930,Plastic bag (Sac plastique),1947637,49916,12,47.86562379,-4.224358248,11.86944485,,5.080368661,0,179,Default,2.02203E+13,Finistère, Brittany, France,,,
1,2930,Plastic bag (Sac plastique),1947673,49917,12,47.86562379,-4.224358248,11.86944485,,5.080368661,0,179,Default,2.02203E+13,Finistère, Brittany, France,,,
1,2930,Plastic bag (Sac plastique),1947709,49918,12,47.86562379,-4.224358248,11.86944485,,5.080368661,0,179,Default,2.02203E+13,Finistère, Brittany, France,,,
1,2930,Plastic bag (Sac plastique),2035768,51201,1,43.45368057,3.812627594,2.4394976,,4.741132504,0,179,Default,2.02205E+13,Hérault, Occitania, France,,,
1,2930,Plastic bag (Sac plastique),2038064,51270,4,43.64146625,-1.446838072,9.809517466,,4.96287312,0,179,Default,2.02205E+13,Landes, New Aquitaine, France,,,
1,2930,Plastic bag (Sac plastique),2038073,51270,10,43.64141763,-1.447033801,6.526927878,,4.846995097,0,179,Default,2.02205E+13,Landes, New Aquitaine, France,,,
1,2930,Plastic bag (Sac plastique),2038076,51270,50,43.64139057,-1.447158008,4.892054413,,4.795804234,0,179,Default,2.02205E+13,Landes, New Aquitaine, France,,,
1,2930,Plastic bag (Sac plastique),2038093,51270,100,43.64061071,-1.447306039,13.60672963,,4.784145245,0,179,Default,2.02205E+13,Landes, New Aquitaine, France,,,
1,2930,Plastic bag (Sac plastique),2044577,51454,12,47.86562379,-4.224358248,11.86944485,,5.080368661,0,179,Default,2.02203E+13,Finistère, Brittany, France,,,
1,2930,Plastic bag (Sac plastique),2044624,51456,15,47.81360469,-4.273656042,13.53235743,,5.22152632,0,179,Default,2.02205E+13,Finistère, Brittany, France,,,
1,2930,Plastic bag (Sac plastique),2044628,51456,50,47.81360825,-4.273676121,13.74863598,,5.036244793,0,179,Default,2.02205E+13,Finistère, Brittany, France,,,
1,2930,Plastic bag (Sac plastique),2044652,51457,16,47.81365601,-4.273616931,13.61331211,,5.363717242,0,179,Default,2.02205E+13,Finistère, Brittany, France,,,
1,2930,Plastic bag (Sac plastique),2134901,53790,1,44.36181614,9.140849719,9.656081195,,5,0,,,2.02207E+13,Recco, Genova, Italy,,,
1,2930,Plastic bag (Sac plastique),2225259,56017,2,44.82136912,-0.618543738,19.62436721,,4.735964599,0,179,Default,2.0221E+13,Mérignac, Gironde, France,,,
2,2950,Balloon (Ballon),738939,22204,2,32.98250198,-117.2676315,21.05234909,,1414,0,,,2.02007E+13,Solana Beach, California, United States of America,,,
2,2950,Balloon (Ballon),771160,23057,1,43.55646133,4.038115978,1.045558929,,5,0,,,2.02009E+13,La Grande-Motte, Hérault, France,,,
2,2950,Balloon (Ballon),771650,23078,5,46.7144974,-1.9783182,55.59999847,,4.045000076,0,,,2.02009E+13,Les Sables-d'Olonne, Pays de la Loire, France,,,
2,2950,Balloon (Ballon),772074,23089,1,46.5034687,-1.81433,54.8324387,,4.710999966,0,,,2.02009E+13,Les Sables-d'Olonne, Pays de la Loire, France,,,
2,2950,Balloon (Ballon),773027,23124,3,46.1256461,-1.126965,63.22397365,,4.699999809,0,,,2.02009E+13,La Rochelle, New Aquitaine, France,,,
2,2950,Balloon (Ballon),783796,23320,1,44.9803418,-1.2020744,-1.505410113,,4.699999809,0,,,2.02009E+13,Lesparre-Médoc, New Aquitaine, France,,,
2,2950,Balloon (Ballon),793150,23548,1,49.4218001,0.2323201,55.59999847,,10.48099995,0,,,2.02009E+13,Lisieux, Normandy, France,,,
2,2950,Balloon (Ballon),815670,23969,1,51.04689407,13.75692654,115.0604782,,65,0,,,2.0201E+13,Dresden, Saxony, Germany,,,
2,2950,Balloon (Ballon),815686,23970,1,47.83678436,-4.348017693,4.14284277,,265,0,,,2.0201E+13,Quimper, Brittany, France,,,
2,2950,Balloon (Ballon),850800,24874,2,44.82064056,-0.588085234,21.56051636,,65,0,,,2.02011E+13,Talence, Gironde, France,,,
2,2950,Balloon (Ballon),867609,25296,1,50.91046524,0.766569674,1.840452194,,8642,0,,,2.02012E+13,Folkestone and Hythe, England, United Kingdom,,,
2,2950,Balloon (Ballon),880490,25527,1,50.93185043,0.806334734,1.720063686,,175.3521118,0,,,2.02012E+13,Rother, England, United Kingdom,,,
2,2950,Balloon (Ballon),880527,25527,1,50.93199158,0.800801992,2.000001669,,1191.256226,0,,,2.02012E+13,Rother, England, United Kingdom,,,
2,2950,Balloon (Ballon),886232,25652,1,43.64644623,-1.445200205,6.976982117,,4.762021542,0,,,2.02012E+13,Capbreton, Landes, France,,,
2,2950,Balloon (Ballon),1544841,38718,1,46.78713046,-2.077323889,6.334991455,,6.000906205,0,179,Default,2.02104E+13,Les Sables-d'Olonne, Pays de la Loire, France,,,
2,2950,Balloon (Ballon),1642498,42164,1,50.41064485,-5.095955478,40.52022934,,10,0,179,Default,2.02107E+13,England, United Kingdom,,,,
2,2950,Balloon (Ballon),1649816,42354,2,50.41418772,-5.08379031,26.32382395,,5.644957937,0,179,Default,2.02107E+13,England, United Kingdom,,,,
